tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70295207763317e+17,negative,1.0,Cancelled Flight,1.0,Delta,Marty_H,0,@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,,2015-02-24 10:52:27 -0800,,Eastern Time (US & Canada)
5.7029446047676e+17,positive,0.6994,,,Delta,Sujecuevas19,0,@JetBlue thank you for the information.,,2015-02-24 10:49:29 -0800,,Athens
5.70293674472559e+17,neutral,0.649,,0.0,Delta,idk_but_youtube,0,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:46:22 -0800,1/1 loner squad,Eastern Time (US & Canada)
5.70293669628158e+17,neutral,1.0,,,Delta,Sujecuevas19,0,@JetBlue Ok and in Dominican Republic what numbers?,,2015-02-24 10:46:21 -0800,,Athens
5.70292360749453e+17,negative,0.6634,Flight Booking Problems,0.6634,Delta,tahlia_simpson,0,@JetBlue ive tried on my phone and laptop :(,,2015-02-24 10:41:08 -0800,,
5.70292174044201e+17,negative,1.0,Cancelled Flight,1.0,Delta,Marty_H,0,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺,,2015-02-24 10:40:24 -0800,,Eastern Time (US & Canada)
5.70291934306169e+17,neutral,0.6638,,,Delta,muneca641,0,@JetBlue sale please soon?? I need a tan,,2015-02-24 10:39:27 -0800,,Quito
5.70291828349669e+17,neutral,0.6364,,,Delta,theREAL_Tiffany,0,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,,2015-02-24 10:39:02 -0800,Somewhere eating swine...,Eastern Time (US & Canada)
5.7029181708793e+17,neutral,1.0,,,Delta,Sujecuevas19,0,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",,2015-02-24 10:38:59 -0800,,Athens
5.70291699731309e+17,negative,1.0,Flight Booking Problems,0.6833,Delta,tahlia_simpson,0,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,,2015-02-24 10:38:31 -0800,,
5.7029147352832e+17,negative,1.0,Late Flight,0.6647,Delta,miss_caitb,0,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",,2015-02-24 10:37:37 -0800,,Central Time (US & Canada)
5.70291066466898e+17,neutral,0.6266,,0.0,Delta,theREAL_Tiffany,0,@JetBlue Not for the dates or destination I'm headed 😔,,2015-02-24 10:36:00 -0800,Somewhere eating swine...,Eastern Time (US & Canada)
5.70289587794407e+17,negative,1.0,Customer Service Issue,1.0,Delta,_carolion,0,"@JetBlue I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again.",,2015-02-24 10:30:07 -0800,,Quito
5.70289518194127e+17,positive,1.0,,,Delta,MmmRubin,0,@JetBlue great.,,2015-02-24 10:29:51 -0800,,Eastern Time (US & Canada)
5.70288803849638e+17,positive,0.6551,,,Delta,Fendog75,0,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,,2015-02-24 10:27:00 -0800,Canton MA,Eastern Time (US & Canada)
5.70287886135919e+17,neutral,1.0,,,Delta,DaniP0915,0,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",,2015-02-24 10:23:22 -0800,"ÜT: 40.907502,-73.85468",Quito
5.70287704728085e+17,positive,1.0,,,Delta,MmmRubin,0,@JetBlue flight 117. proud to fly Jet Blue!,,2015-02-24 10:22:38 -0800,,Eastern Time (US & Canada)
5.70287622343541e+17,positive,0.6673,,0.0,Delta,lizgottbrecht,0,"@JetBlue awesome, thanks! on hold now.",,2015-02-24 10:22:19 -0800,"Boston, MA ",Eastern Time (US & Canada)
5.70287303681294e+17,neutral,0.6522,,,Delta,_carolion,0,"@JetBlue I'm not sure if you can do anything to help me with that, but if you can that'd be great.",,2015-02-24 10:21:03 -0800,,Quito
5.70287210219606e+17,negative,1.0,Customer Service Issue,1.0,Delta,_carolion,0,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,,2015-02-24 10:20:40 -0800,,Quito
5.70284988224008e+17,negative,1.0,Flight Booking Problems,0.6985,Delta,cmcook,0,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,,2015-02-24 10:11:51 -0800,In Oakland; Hoosier at heart,Pacific Time (US & Canada)
5.70284840752427e+17,negative,1.0,Flight Booking Problems,0.6651,Delta,lizgottbrecht,0,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",,2015-02-24 10:11:16 -0800,"Boston, MA ",Eastern Time (US & Canada)
5.70280782373229e+17,neutral,0.6526,,0.0,Delta,Arevans87,0,@JetBlue Stop trying to make #fleek happen! #PointsMe,,2015-02-24 09:55:08 -0800,,
5.70280776849347e+17,negative,1.0,Customer Service Issue,0.663,Delta,YvonneTrimble,0,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,,2015-02-24 09:55:07 -0800,"Port au Prince, Haiti",Eastern Time (US & Canada)
5.70280755085091e+17,positive,0.3474,,0.0,Delta,AndrewGresenz,0,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",,2015-02-24 09:55:01 -0800,"Stoughton, MA",Eastern Time (US & Canada)
5.70280008557548e+17,positive,0.6875,,,Delta,MattHaze,0,@JetBlue I did see that! Working on picking up a trip or two as we type.,,2015-02-24 09:52:03 -0800,New York-ish + Airport Bars,Eastern Time (US & Canada)
5.70279787287093e+17,negative,0.6747,Can't Tell,0.6747,Delta,ch00bee,0,@JetBlue it's poop and barely works,,2015-02-24 09:51:11 -0800,,Atlantic Time (Canada)
5.70278619416695e+17,positive,1.0,,,Delta,leezbtv,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),,2015-02-24 09:46:32 -0800,Seattle,Pacific Time (US & Canada)
5.70277811795001e+17,negative,1.0,Bad Flight,0.6842,Delta,ch00bee,0,@JetBlue your wifi is a lie and i hate you,,2015-02-24 09:43:20 -0800,,Atlantic Time (Canada)
5.70277278627848e+17,negative,0.657,Flight Booking Problems,0.348,Delta,BethRunsDisney,0,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,,2015-02-24 09:41:13 -0800,NYC,Eastern Time (US & Canada)
5.70277054635057e+17,negative,1.0,Can't Tell,1.0,Delta,leezbtv,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",,2015-02-24 09:40:19 -0800,Seattle,Pacific Time (US & Canada)
5.70276843812733e+17,positive,1.0,,,Delta,Sanr1ck,0,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,,2015-02-24 09:39:29 -0800,US,Eastern Time (US & Canada)
5.70273378403103e+17,neutral,0.643,,0.0,Delta,markmacg1,0,@JetBlue flight 462 to Boston delayed due to weather in Tampa?,,2015-02-24 09:25:43 -0800,,
5.70267929322922e+17,neutral,1.0,,,Delta,terrybrokebad,0,"More like BaeJet Airways, amirite?

“@JetBlue: @terrybrokebad Right back at ya!”",,2015-02-24 09:04:04 -0800,"Newcastle, Uk",Casablanca
5.70267544906555e+17,neutral,1.0,,,Delta,b_econ,0,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,,2015-02-24 09:02:32 -0800,,
5.70267535515324e+17,neutral,1.0,,,Delta,peterfransson,0,"@JetBlue many thanks, as always your employees are professional and courteous. Whenever I have the option, you are my go-to airlines.",,2015-02-24 09:02:30 -0800,Inter/Outer-Continental U.S.,Eastern Time (US & Canada)
5.702672157208e+17,neutral,0.6875,,,Delta,JasonBXNY0619,0,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,"[0.0, 0.0]",2015-02-24 09:01:13 -0800," Bronx, NY / Destin, Fl",Santiago
5.70265811623002e+17,negative,1.0,Customer Service Issue,1.0,Delta,heyheyman,0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,,2015-02-24 08:55:39 -0800,"Boston, MA",Eastern Time (US & Canada)
5.70264515285266e+17,neutral,0.6596,,,Delta,terrybrokebad,0,"@CatfoodBeerGlue you'll enjoy this. 

“@JetBlue: Our fleet's on fleek. http://t.co/2thC9RKURT”",,2015-02-24 08:50:30 -0800,"Newcastle, Uk",Casablanca
5.70264106059624e+17,neutral,1.0,,,Delta,tumblehawk,0,@JetBlue yer deals never seem to include NYC--&gt;PDX or NYC--&gt;PGH...wish they did!,,2015-02-24 08:48:52 -0800,"brooklyn, ny, us",
5.7025204452896e+17,neutral,1.0,,,Delta,MyCustoAdvocate,0,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,2015-02-24 08:00:56 -0800,"Miami, New York, Boston",
5.70251671265083e+17,neutral,0.6609,,,Delta,Kristenrx5150,0,@JetBlue thank you! Headed from LBC to OAK !,,2015-02-24 07:59:27 -0800,anaheim,
5.70251142942171e+17,positive,1.0,,,Delta,Kristenrx5150,0,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,,2015-02-24 07:57:21 -0800,anaheim,
5.70248591295558e+17,neutral,1.0,,,Delta,butimvikki,0,“@JetBlue: Our fleet's on fleek. http://t.co/b5ttno68xu” I just 🙈,,2015-02-24 07:47:13 -0800,D{M}V,Quito
5.70246294582772e+17,positive,1.0,,,Delta,Ruth_Slobodin,0,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",,2015-02-24 07:38:05 -0800,,Atlantic Time (Canada)
5.70246094157947e+17,neutral,0.6454,,,Delta,NENAFL,0,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊",,2015-02-24 07:37:18 -0800,,Eastern Time (US & Canada)
5.70245603118211e+17,neutral,0.6667,,0.0,Delta,ArdensMommy,0,"@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.",,2015-02-24 07:35:21 -0800,MA,Quito
5.70244951914783e+17,positive,0.6429,,0.0,Delta,PaulParz,0,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",,2015-02-24 07:32:45 -0800,,
5.70243767585935e+17,positive,0.6578,,,Delta,gabs_tweets,0,@JetBlue Longing to look into the blue eyes. #firstlove,,2015-02-24 07:28:03 -0800,,Eastern Time (US & Canada)
5.70242512012452e+17,positive,1.0,,,Delta,jdlessard13,0,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,,2015-02-24 07:23:04 -0800,,
5.70240052279648e+17,neutral,1.0,,,Delta,blckblakelively,0,Sigh... “@JetBlue: Our fleet's on fleek. http://t.co/W5NL0AY9Bl”,,2015-02-24 07:13:17 -0800,where the Bulls/Bears play.,Central Time (US & Canada)
5.70239998383039e+17,neutral,0.6765,,,Delta,E_Nice718,0,@JetBlue  please start flying to Guyana soon,"[40.70326657, -74.01106458]",2015-02-24 07:13:04 -0800,N 40°39' 0'' / W 73°55' 0'',Eastern Time (US & Canada)
5.70239297456091e+17,neutral,0.6623,,0.0,Delta,BlackeyeBandit,0,@JetBlue just leave certain things to the kids.,,2015-02-24 07:10:17 -0800,l be where l'm at,London
5.70239272575316e+17,positive,1.0,,,Delta,nokidhungry,0,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",,2015-02-24 07:10:11 -0800,"Washington, DC",Eastern Time (US & Canada)
5.7023895080106e+17,positive,1.0,,,Delta,lalunkee,0,"@JetBlue Annnndddd, I just booked my flight. That was easy.",,2015-02-24 07:08:55 -0800,All over ...,Eastern Time (US & Canada)
5.70238126347715e+17,negative,0.6796,Customer Service Issue,0.6796,Delta,JME23,0,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,,2015-02-24 07:05:38 -0800,Citizen of the world dahhhling,Eastern Time (US & Canada)
5.70237440616571e+17,neutral,1.0,,,Delta,_blktray,0,“@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(,,2015-02-24 07:02:54 -0800,COMPTON/AZ,
5.70237343669608e+17,positive,0.6848,,,Delta,lalunkee,0,@JetBlue Thank you very much!,,2015-02-24 07:02:31 -0800,All over ...,Eastern Time (US & Canada)
5.7023524499927e+17,negative,1.0,Flight Booking Problems,1.0,Delta,lalunkee,0,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,,2015-02-24 06:54:11 -0800,All over ...,Eastern Time (US & Canada)
5.70233869212856e+17,positive,1.0,,,Delta,eatgregeat,0,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),"[34.02763089, -118.49627894]",2015-02-24 06:48:43 -0800,,Eastern Time (US & Canada)
5.70233306664591e+17,neutral,0.6703,,0.0,Delta,scojjac,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",,2015-02-24 06:46:29 -0800,"Las Cruces, NM",Mountain Time (US & Canada)
5.70232676491203e+17,neutral,0.6667,,,Delta,eatgregeat,0,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,"[34.02761838, -118.49646336]",2015-02-24 06:43:59 -0800,,Eastern Time (US & Canada)
5.70232616755929e+17,positive,0.6768,,,Delta,NBucketTV,0,@JetBlue glad you like it. Feel free to steal it.,,2015-02-24 06:43:44 -0800,"Boston, MA",Eastern Time (US & Canada)
5.70231750959329e+17,positive,0.6803,,0.0,Delta,eatgregeat,0,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,"[34.02764112, -118.49636416]",2015-02-24 06:40:18 -0800,,Eastern Time (US & Canada)
5.70229813937463e+17,positive,1.0,,,Delta,nolimitlove,0,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,,2015-02-24 06:32:36 -0800,,America/New_York
5.70227706140324e+17,positive,0.7067,,,Delta,NBucketTV,0,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,,2015-02-24 06:24:14 -0800,"Boston, MA",Eastern Time (US & Canada)
5.7022719976618e+17,positive,0.6606,,,Delta,texdoh,0,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,,2015-02-24 06:22:13 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
5.70226143045034e+17,positive,0.6667,,,Delta,JohnJJSmith,0,@JetBlue Wish Everyone felt like you,,2015-02-24 06:18:01 -0800,"NY,NY",
5.70225899964129e+17,positive,1.0,,,Delta,thedaniburden,0,@JetBlue sounds great! Thank you!! :),,2015-02-24 06:17:03 -0800,"Buffalo, New York",Quito
5.70225396404359e+17,negative,1.0,Customer Service Issue,0.6524,Delta,tonetone28,0,"@JetBlue 's Once upon a sale that does not include BTV, as usual!  #jetbluehatesbtv",,2015-02-24 06:15:03 -0800,Vermont,Atlantic Time (Canada)
5.70224962184868e+17,negative,1.0,Customer Service Issue,1.0,Delta,texdoh,0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",,2015-02-24 06:13:19 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
5.70222626712515e+17,positive,1.0,,,Delta,JohnJJSmith,0,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,,2015-02-24 06:04:03 -0800,"NY,NY",
5.70221178658419e+17,positive,1.0,,,Delta,AStateOfSnark,0,@JetBlue incredible PR team. 👏👏👏👏,,2015-02-24 05:58:17 -0800,Boston,Atlantic Time (Canada)
5.70218339118801e+17,positive,0.6316,,,Delta,MikeSmithMedia,0,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,,2015-02-24 05:47:00 -0800,New York/New Jersey,Eastern Time (US & Canada)
5.70217760430494e+17,negative,0.7029,Flight Attendant Complaints,0.3619,Delta,MaryCallaRowan,0,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",,2015-02-24 05:44:42 -0800,,
5.70215386102293e+17,negative,0.667,Lost Luggage,0.3335,Delta,elias_rubin,0,@JetBlue I just DM'd you!,,2015-02-24 05:35:16 -0800,"New York, NY",Pacific Time (US & Canada)
5.70213762948567e+17,neutral,0.6439,,,Delta,sflcn,1,@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,,2015-02-24 05:28:49 -0800,South Florida,Eastern Time (US & Canada)
5.70212129313317e+17,neutral,1.0,,,Delta,elias_rubin,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,,2015-02-24 05:22:20 -0800,"New York, NY",Pacific Time (US & Canada)
5.70212047692161e+17,neutral,1.0,,,Delta,elias_rubin,0,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,,2015-02-24 05:22:00 -0800,"New York, NY",Pacific Time (US & Canada)
5.70211016308597e+17,neutral,1.0,,,Delta,elias_rubin,0,@JetBlue hi friend! Question for you when you have a moment.,,2015-02-24 05:17:54 -0800,"New York, NY",Pacific Time (US & Canada)
5.70208115205022e+17,positive,0.6811,,,Delta,jannasaurusrex,0,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",,2015-02-24 05:06:23 -0800,central mass,
5.7020607782604e+17,positive,0.6633,,,Delta,jannasaurusrex,0,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,,2015-02-24 04:58:17 -0800,central mass,
5.70204309041893e+17,positive,0.7012,,,Delta,SarahEH255,0,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,,2015-02-24 04:51:15 -0800,,Eastern Time (US & Canada)
5.70200546679726e+17,negative,1.0,Late Flight,1.0,Delta,Chewie240,0,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,,2015-02-24 04:36:18 -0800,Buffalo,Eastern Time (US & Canada)
5.70199572435186e+17,negative,1.0,Flight Booking Problems,0.3516,Delta,MaryCallaRowan,0,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,,2015-02-24 04:32:26 -0800,,
5.70198506222195e+17,negative,1.0,Late Flight,1.0,Delta,deniseimperial,0,@JetBlue we were supposed to be Vieques by 3pm,,2015-02-24 04:28:12 -0800,,Pacific Time (US & Canada)
5.70198409497289e+17,negative,1.0,Customer Service Issue,1.0,Delta,MaryCallaRowan,0,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,,2015-02-24 04:27:49 -0800,,
5.70198289376678e+17,negative,0.6669,Late Flight,0.6669,Delta,deniseimperial,0,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",,2015-02-24 04:27:20 -0800,,Pacific Time (US & Canada)
5.7019714689452e+17,neutral,1.0,,,Delta,geoffkeegan,0,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",,2015-02-24 04:22:48 -0800,,Eastern Time (US & Canada)
5.70195373018505e+17,negative,1.0,Can't Tell,0.6689,Delta,PilotFresh,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,,2015-02-24 04:15:45 -0800,Dubai ,Central America
5.70195036782133e+17,positive,1.0,,,Delta,brandyanncakes,0,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,,2015-02-24 04:14:25 -0800,boston ma,Atlantic Time (Canada)
5.70193464467571e+17,negative,0.6598,Customer Service Issue,0.6598,Delta,deniseimperial,0,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",,2015-02-24 04:08:10 -0800,,Pacific Time (US & Canada)
5.7019245248689e+17,neutral,0.6667,,,Delta,rkflyga,2,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh,,2015-02-24 04:04:08 -0800,KFDK,Eastern Time (US & Canada)
5.70190438281249e+17,positive,0.678,,,Delta,joahspearman,0,@JetBlue great will do once I land in JFK,,2015-02-24 03:56:08 -0800,Austin,Central Time (US & Canada)
5.70184343857046e+17,negative,1.0,Customer Service Issue,0.6383,Delta,skenniston,0,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,"[42.3658858, -71.01423374]",2015-02-24 03:31:55 -0800,"Boston, MA",Eastern Time (US & Canada)
5.70179466716176e+17,positive,0.6737,,,Delta,kbosspotter,0,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,,2015-02-24 03:12:32 -0800,Logan International Airport,Atlantic Time (Canada)
5.7017471307237e+17,neutral,1.0,,,Delta,DontenPhoto,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",,2015-02-24 02:53:39 -0800,"Englewood, Florida",Eastern Time (US & Canada)
5.70173181727674e+17,negative,1.0,Customer Service Issue,0.6872,Delta,kerifischer,0,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,,2015-02-24 02:47:34 -0800,"Fort Lauderdale, FL",Central Time (US & Canada)
5.70168203470447e+17,neutral,1.0,,,Delta,peteiuvara,0,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",,2015-02-24 02:27:47 -0800,New York,Eastern Time (US & Canada)
5.70137183442608e+17,positive,0.6554,,,Delta,BonnieBitchh,0,@JetBlue sure is 💙,,2015-02-24 00:24:31 -0800,NYC ,Central Time (US & Canada)
5.70121321192895e+17,neutral,1.0,,,Delta,Ledermuller,3,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,,2015-02-23 23:21:29 -0800,Southern California,Pacific Time (US & Canada)
5.70102708734198e+17,negative,1.0,Can't Tell,0.6697,Delta,djcheros,0,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,,2015-02-23 22:07:32 -0800,"Portland, Maine",Eastern Time (US & Canada)
5.70095219091362e+17,positive,0.6809,,0.0,Delta,marcmansfield,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",,2015-02-23 21:37:46 -0800,,
5.70093964059156e+17,neutral,1.0,,,Delta,BigDdaBasedLord,0,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,,2015-02-23 21:32:47 -0800,ClayCo ATL,Central Time (US & Canada)
5.70088573598355e+17,positive,1.0,,,Delta,don_bangs,0,@JetBlue thanks so much!,,2015-02-23 21:11:22 -0800,,
5.70087324949864e+17,negative,1.0,Can't Tell,1.0,Delta,marcmansfield,0,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,,2015-02-23 21:06:24 -0800,,
5.70084883332239e+17,neutral,1.0,,,Delta,don_bangs,0,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,,2015-02-23 20:56:42 -0800,,
5.70084632999428e+17,negative,0.6988,Customer Service Issue,0.6988,Delta,marcmansfield,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,,2015-02-23 20:55:42 -0800,,
5.70083989601411e+17,neutral,1.0,,,Delta,KnockoutOC,0,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,"[33.8191302, -118.1455457]",2015-02-23 20:53:09 -0800,New York City,Atlantic Time (Canada)
5.70083380265689e+17,negative,0.6721,Can't Tell,0.3361,Delta,marcmansfield,0,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,,2015-02-23 20:50:44 -0800,,
5.70079918782095e+17,negative,0.6858,Flight Attendant Complaints,0.3703,Delta,williamzitser,0,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,,2015-02-23 20:36:58 -0800,NYC,Central Time (US & Canada)
