,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6767,5.70291699731309e+17,negative,1.0,Flight Booking Problems,0.6833,Delta,tahlia_simpson,0,wondering website issue today trying book flight visa always use rejecting,,2015-02-24 10:38:31 -0800,,
6768,5.7029147352832e+17,negative,1.0,Late Flight,0.6647,Delta,miss_caitb,0,upset lack communication weve received time flight 1170 mco,,2015-02-24 10:37:37 -0800,,Central Time (US & Canada)
6769,5.70291066466898e+17,neutral,0.6266,,0.0,Delta,theREAL_Tiffany,0,date destination im headed,,2015-02-24 10:36:00 -0800,somewhere eating swine,Eastern Time (US & Canada)
6770,5.70289587794407e+17,negative,1.0,Customer Service Issue,1.0,Delta,_carolion,0,ive spent three hour talking different people couldnt help probably wont using jetblue,,2015-02-24 10:30:07 -0800,,Quito
6771,5.70289518194127e+17,positive,1.0,,,Delta,MmmRubin,0,great,,2015-02-24 10:29:51 -0800,,Eastern Time (US & Canada)
6772,5.70288803849638e+17,positive,0.6551,,,Delta,Fendog75,0,thanks great recap wouldnt able sleep nervous bad guy getting away,,2015-02-24 10:27:00 -0800,canton ma,Eastern Time (US & Canada)
6773,5.70287886135919e+17,neutral,1.0,,,Delta,DaniP0915,0,flying w infant 1st time bring canister powder formula carry andor use plastic formula divider,,2015-02-24 10:23:22 -0800,üt 409075027385468,Quito
6774,5.70287704728085e+17,positive,1.0,,,Delta,MmmRubin,0,flight 117 proud fly jet blue,,2015-02-24 10:22:38 -0800,,Eastern Time (US & Canada)
6775,5.70287622343541e+17,positive,0.6673,,0.0,Delta,lizgottbrecht,0,awesome thanks hold,,2015-02-24 10:22:19 -0800,boston ma,Eastern Time (US & Canada)
6776,5.70287303681294e+17,neutral,0.6522,,,Delta,_carolion,0,im sure anything help thatd great,,2015-02-24 10:21:03 -0800,,Quito
6777,5.70287210219606e+17,negative,1.0,Customer Service Issue,1.0,Delta,_carolion,0,call back five time get someone phone knew time getaway went 200,,2015-02-24 10:20:40 -0800,,Quito
6778,5.70284988224008e+17,negative,1.0,Flight Booking Problems,0.6985,Delta,cmcook,0,really flight bay area chicago anymore lame lame,,2015-02-24 10:11:51 -0800,in oakland hoosier at heart,Pacific Time (US & Canada)
6779,5.70284840752427e+17,negative,1.0,Flight Booking Problems,0.6651,Delta,lizgottbrecht,0,cant book flight outdated forced optin verified visa nonsense help girl want get,,2015-02-24 10:11:16 -0800,boston ma,Eastern Time (US & Canada)
6780,5.70280782373229e+17,neutral,0.6526,,0.0,Delta,Arevans87,0,stop trying make fleek happen pointsme,,2015-02-24 09:55:08 -0800,,
6781,5.70280776849347e+17,negative,1.0,Customer Service Issue,0.663,Delta,YvonneTrimble,0,luggage fee wont b flying jb least aa give platinum pas 2 bag tired overchging bg herded like cattle2slaughter,,2015-02-24 09:55:07 -0800,port au prince haiti,Eastern Time (US & Canada)
6782,5.70280755085091e+17,positive,0.3474,,0.0,Delta,AndrewGresenz,0,chance actually flying charleston today cold rainy weather south place,,2015-02-24 09:55:01 -0800,stoughton ma,Eastern Time (US & Canada)
6783,5.70280008557548e+17,positive,0.6875,,,Delta,MattHaze,0,see working picking trip two type,,2015-02-24 09:52:03 -0800,new yorkish  airport bars,Eastern Time (US & Canada)
6784,5.70279787287093e+17,negative,0.6747,Can't Tell,0.6747,Delta,ch00bee,0,poop barely work,,2015-02-24 09:51:11 -0800,,Atlantic Time (Canada)
6785,5.70278619416695e+17,positive,1.0,,,Delta,leezbtv,0,thanks quick reply wanted make sure wasnt account,,2015-02-24 09:46:32 -0800,seattle,Pacific Time (US & Canada)
6786,5.70277811795001e+17,negative,1.0,Bad Flight,0.6842,Delta,ch00bee,0,wifi lie hate,,2015-02-24 09:43:20 -0800,,Atlantic Time (Canada)
6787,5.70277278627848e+17,negative,0.657,Flight Booking Problems,0.348,Delta,BethRunsDisney,0,issue website logging app know entering info correctly sign,,2015-02-24 09:41:13 -0800,nyc,Eastern Time (US & Canada)
6788,5.70277054635057e+17,negative,1.0,Can't Tell,1.0,Delta,leezbtv,0,trouble signing trueblue today despite right credential getting able sign msg,,2015-02-24 09:40:19 -0800,seattle,Pacific Time (US & Canada)
6789,5.70276843812733e+17,positive,1.0,,,Delta,Sanr1ck,0,wouldnt mind paying snack tix great job guy,,2015-02-24 09:39:29 -0800,us,Eastern Time (US & Canada)
6790,5.70273378403103e+17,neutral,0.643,,0.0,Delta,markmacg1,0,flight 462 boston delayed due weather tampa,,2015-02-24 09:25:43 -0800,,
6791,5.70267929322922e+17,neutral,1.0,,,Delta,terrybrokebad,0,like baejet airway amirite right back ya,,2015-02-24 09:04:04 -0800,newcastle uk,Casablanca
6792,5.70267544906555e+17,neutral,1.0,,,Delta,b_econ,0,amex plat holder provided access credit airspace lounge jkf,,2015-02-24 09:02:32 -0800,,
6793,5.70267535515324e+17,neutral,1.0,,,Delta,peterfransson,0,many thanks always employee professional courteous whenever option goto airline,,2015-02-24 09:02:30 -0800,interoutercontinental us,Eastern Time (US & Canada)
6794,5.702672157208e+17,neutral,0.6875,,,Delta,JasonBXNY0619,0,come provide service destin fort walton beach airport,,2015-02-24 09:01:13 -0800,bronx ny  destin fl,Santiago
6795,5.70265811623002e+17,negative,1.0,Customer Service Issue,1.0,Delta,heyheyman,0,appreciate credit trouble lack personal response trouble,,2015-02-24 08:55:39 -0800,boston ma,Eastern Time (US & Canada)
6796,5.70264515285266e+17,neutral,0.6596,,,Delta,terrybrokebad,0,youll enjoy fleet fleek,,2015-02-24 08:50:30 -0800,newcastle uk,Casablanca
6797,5.70264106059624e+17,neutral,1.0,,,Delta,tumblehawk,0,yer deal never seem include nycgtpdx nycgtpghwish,,2015-02-24 08:48:52 -0800,brooklyn ny us,
6798,5.7025204452896e+17,neutral,1.0,,,Delta,MyCustoAdvocate,0,airline trouble winter amp getting good customer service contact negotiate resolution,,2015-02-24 08:00:56 -0800,miami new york boston,
6799,5.70251671265083e+17,neutral,0.6609,,,Delta,Kristenrx5150,0,thank headed lbc oak,,2015-02-24 07:59:27 -0800,anaheim,
6800,5.70251142942171e+17,positive,1.0,,,Delta,Kristenrx5150,0,go napkin pretty much say,,2015-02-24 07:57:21 -0800,anaheim,
6801,5.70248591295558e+17,neutral,1.0,,,Delta,butimvikki,0,fleet fleek,,2015-02-24 07:47:13 -0800,dmv,Quito
6802,5.70246294582772e+17,positive,1.0,,,Delta,Ruth_Slobodin,0,wed sure love see ruth justdoit youknowyouwantto know well,,2015-02-24 07:38:05 -0800,,Atlantic Time (Canada)
6803,5.70246094157947e+17,neutral,0.6454,,,Delta,NENAFL,0,love youll never work day life,,2015-02-24 07:37:18 -0800,,Eastern Time (US & Canada)
6804,5.70245603118211e+17,neutral,0.6667,,0.0,Delta,ArdensMommy,0,drop 75 take two people vice versa back forth,,2015-02-24 07:35:21 -0800,ma,Quito
6805,5.70244951914783e+17,positive,0.6429,,0.0,Delta,PaulParz,0,dont need cut service charge give better flying experience thats use jet blue first place,,2015-02-24 07:32:45 -0800,,
6806,5.70243767585935e+17,positive,0.6578,,,Delta,gabs_tweets,0,longing look blue eye firstlove,,2015-02-24 07:28:03 -0800,,Eastern Time (US & Canada)
6807,5.70242512012452e+17,positive,1.0,,,Delta,jdlessard13,0,best flyfi ondemand leatherseats hipunis legroom,,2015-02-24 07:23:04 -0800,,
6808,5.70240052279648e+17,neutral,1.0,,,Delta,blckblakelively,0,sigh fleet fleek,,2015-02-24 07:13:17 -0800,where the bullsbears play,Central Time (US & Canada)
6809,5.70239998383039e+17,neutral,0.6765,,,Delta,E_Nice718,0,please start flying guyana soon,"[40.70326657, -74.01106458]",2015-02-24 07:13:04 -0800,n 4039 0  w 7355 0,Eastern Time (US & Canada)
6810,5.70239297456091e+17,neutral,0.6623,,0.0,Delta,BlackeyeBandit,0,leave certain thing kid,,2015-02-24 07:10:17 -0800,l be where lm at,London
6811,5.70239272575316e+17,positive,1.0,,,Delta,nokidhungry,0,wowthx thinking u greg heard sobewff amazing weve heard p thx info teamnkh,,2015-02-24 07:10:11 -0800,washington dc,Eastern Time (US & Canada)
6812,5.7023895080106e+17,positive,1.0,,,Delta,lalunkee,0,annnndddd booked flight easy,,2015-02-24 07:08:55 -0800,all over,Eastern Time (US & Canada)
6813,5.70238126347715e+17,negative,0.6796,Customer Service Issue,0.6796,Delta,JME23,0,thank credit however submitted complaint property vacation package hope listen,,2015-02-24 07:05:38 -0800,citizen of the world dahhhling,Eastern Time (US & Canada)
6814,5.70237440616571e+17,neutral,1.0,,,Delta,_blktray,0,fleet fleek,,2015-02-24 07:02:54 -0800,comptonaz,
6815,5.70237343669608e+17,positive,0.6848,,,Delta,lalunkee,0,thank much,,2015-02-24 07:02:31 -0800,all over,Eastern Time (US & Canada)
6816,5.7023524499927e+17,negative,1.0,Flight Booking Problems,1.0,Delta,lalunkee,0,need help im moving dc amp want book one way fare website wont seem let missing something,,2015-02-24 06:54:11 -0800,all over,Eastern Time (US & Canada)
6817,5.70233869212856e+17,positive,1.0,,,Delta,eatgregeat,0,glowing crew aircraft sparkled guy know right might good partnership,"[34.02763089, -118.49627894]",2015-02-24 06:48:43 -0800,,Eastern Time (US & Canada)
6818,5.70233306664591e+17,neutral,0.6703,,0.0,Delta,scojjac,0,friend bought ticket last night one route cost way help,,2015-02-24 06:46:29 -0800,las cruces nm,Mountain Time (US & Canada)
6819,5.70232676491203e+17,neutral,0.6667,,,Delta,eatgregeat,0,returning sobewff limited carry space tummy next flight ill try snack,"[34.02761838, -118.49646336]",2015-02-24 06:43:59 -0800,,Eastern Time (US & Canada)
6820,5.70232616755929e+17,positive,0.6768,,,Delta,NBucketTV,0,glad like feel free steal,,2015-02-24 06:43:44 -0800,boston ma,Eastern Time (US & Canada)
6821,5.70231750959329e+17,positive,0.6803,,0.0,Delta,eatgregeat,0,blue helped bring color eye promise didnt eat free snack,"[34.02764112, -118.49636416]",2015-02-24 06:40:18 -0800,,Eastern Time (US & Canada)
6822,5.70229813937463e+17,positive,1.0,,,Delta,nolimitlove,0,thanks customer like stay loyal check landing,,2015-02-24 06:32:36 -0800,,America/New_York
6823,5.70227706140324e+17,positive,0.7067,,,Delta,NBucketTV,0,a320 pulling gate sunrise morning jetbluesofly jetblue airbus,,2015-02-24 06:24:14 -0800,boston ma,Eastern Time (US & Canada)
6824,5.7022719976618e+17,positive,0.6606,,,Delta,texdoh,0,thx quick response yep tried cant find flight input confirmation,,2015-02-24 06:22:13 -0800,iphone 4095535373813942,Central Time (US & Canada)
6825,5.70226143045034e+17,positive,0.6667,,,Delta,JohnJJSmith,0,wish everyone felt like,,2015-02-24 06:18:01 -0800,nyny,
6826,5.70225899964129e+17,positive,1.0,,,Delta,thedaniburden,0,sound great thank,,2015-02-24 06:17:03 -0800,buffalo new york,Quito
6827,5.70225396404359e+17,negative,1.0,Customer Service Issue,0.6524,Delta,tonetone28,0,upon sale include btv usual jetbluehatesbtv,,2015-02-24 06:15:03 -0800,vermont,Atlantic Time (Canada)
6828,5.70224962184868e+17,negative,1.0,Customer Service Issue,1.0,Delta,texdoh,0,cant link flight last week trublue account 1800 num isnt answeringdont make fly dont,,2015-02-24 06:13:19 -0800,iphone 4095535373813942,Central Time (US & Canada)
6829,5.70222626712515e+17,positive,1.0,,,Delta,JohnJJSmith,0,nice see veteran advantage program gate sunday mcokeep good work jetblue,,2015-02-24 06:04:03 -0800,nyny,
6830,5.70221178658419e+17,positive,1.0,,,Delta,AStateOfSnark,0,incredible pr team,,2015-02-24 05:58:17 -0800,boston,Atlantic Time (Canada)
6831,5.70218339118801e+17,positive,0.6316,,,Delta,MikeSmithMedia,0,thanks im finding lower fare already carrier direct flight july 8 13,,2015-02-24 05:47:00 -0800,new yorknew jersey,Eastern Time (US & Canada)
6832,5.70217760430494e+17,negative,0.7029,Flight Attendant Complaints,0.3619,Delta,MaryCallaRowan,0,get u flight vieques good right looking promising,,2015-02-24 05:44:42 -0800,,
6833,5.70215386102293e+17,negative,0.667,Lost Luggage,0.3335,Delta,elias_rubin,0,dmd,,2015-02-24 05:35:16 -0800,new york ny,Pacific Time (US & Canada)
6834,5.70213762948567e+17,neutral,0.6439,,,Delta,sflcn,1,offering special fare,,2015-02-24 05:28:49 -0800,south florida,Eastern Time (US & Canada)
6835,5.70212129313317e+17,neutral,1.0,,,Delta,elias_rubin,0,believe website said could receive credit upcoming flight since cancelled flighted last one true,,2015-02-24 05:22:20 -0800,new york ny,Pacific Time (US & Canada)
6836,5.70212047692161e+17,neutral,1.0,,,Delta,elias_rubin,0,month ago flight booked cancelled flight im flight booking problem separate flight different occasion,,2015-02-24 05:22:00 -0800,new york ny,Pacific Time (US & Canada)
6837,5.70211016308597e+17,neutral,1.0,,,Delta,elias_rubin,0,hi friend question moment,,2015-02-24 05:17:54 -0800,new york ny,Pacific Time (US & Canada)
6838,5.70208115205022e+17,positive,0.6811,,,Delta,jannasaurusrex,0,thanks kind word janna weappreciateyou trueblue im feeling like bos jetbluefame,,2015-02-24 05:06:23 -0800,central mass,
6839,5.7020607782604e+17,positive,0.6633,,,Delta,jannasaurusrex,0,boarding back airplane first like bos sosmart jetblue frequentflyerappreciates alsoyayforsnacks,,2015-02-24 04:58:17 -0800,central mass,
6840,5.70204309041893e+17,positive,0.7012,,,Delta,SarahEH255,0,sooo earlier said couldnt fly school trip,,2015-02-24 04:51:15 -0800,,Eastern Time (US & Canada)
6841,5.70200546679726e+17,negative,1.0,Late Flight,1.0,Delta,Chewie240,0,flight 1856 delayed buffalo direct flight plane gate,,2015-02-24 04:36:18 -0800,buffalo,Eastern Time (US & Canada)
6842,5.70199572435186e+17,negative,1.0,Flight Booking Problems,0.3516,Delta,MaryCallaRowan,0,missing connecting transportation puerto rico result need get vieques today,,2015-02-24 04:32:26 -0800,,
6843,5.70198506222195e+17,negative,1.0,Late Flight,1.0,Delta,deniseimperial,0,supposed vieques 3pm,,2015-02-24 04:28:12 -0800,,Pacific Time (US & Canada)
6844,5.70198409497289e+17,negative,1.0,Customer Service Issue,1.0,Delta,MaryCallaRowan,0,customer service today deplorable plenty way u could gotten u flight badcustomerservice,,2015-02-24 04:27:49 -0800,,
6845,5.70198289376678e+17,negative,0.6669,Late Flight,0.6669,Delta,deniseimperial,0,absolutely missed connection caused u miss ferry vieques get u vieques also flight voucher prbound,,2015-02-24 04:27:20 -0800,,Pacific Time (US & Canada)
6846,5.7019714689452e+17,neutral,1.0,,,Delta,geoffkeegan,0,hi rough idea january 2016 flight made available,,2015-02-24 04:22:48 -0800,,Eastern Time (US & Canada)
6847,5.70195373018505e+17,negative,1.0,Can't Tell,0.6689,Delta,PilotFresh,0,sending n598jb uvf today weekday weekend,,2015-02-24 04:15:45 -0800,dubai,Central America
6848,5.70195036782133e+17,positive,1.0,,,Delta,brandyanncakes,0,always amazing jetblue trueblue,,2015-02-24 04:14:25 -0800,boston ma,Atlantic Time (Canada)
6849,5.70193464467571e+17,negative,0.6598,Customer Service Issue,0.6598,Delta,deniseimperial,0,ive experienced better service making connecting flight badcustomerservice jfk pr,,2015-02-24 04:08:10 -0800,,Pacific Time (US & Canada)
6850,5.7019245248689e+17,neutral,0.6667,,,Delta,rkflyga,2,gate main terminal dca member keeping watch atct avgeek,,2015-02-24 04:04:08 -0800,kfdk,Eastern Time (US & Canada)
6851,5.70190438281249e+17,positive,0.678,,,Delta,joahspearman,0,great land jfk,,2015-02-24 03:56:08 -0800,austin,Central Time (US & Canada)
6852,5.70184343857046e+17,negative,1.0,Customer Service Issue,0.6383,Delta,skenniston,0,service getting worse worse plane cant fly waiting 2nd aircraft much planning,"[42.3658858, -71.01423374]",2015-02-24 03:31:55 -0800,boston ma,Eastern Time (US & Canada)
6853,5.70179466716176e+17,positive,0.6737,,,Delta,kbosspotter,0,haha ty know time lane open logan,,2015-02-24 03:12:32 -0800,logan international airport,Atlantic Time (Canada)
6854,5.7017471307237e+17,neutral,1.0,,,Delta,DontenPhoto,0,flight 1447 n351jb jblu arrives following flight westchester county airport,,2015-02-24 02:53:39 -0800,englewood florida,Eastern Time (US & Canada)
6855,5.70173181727674e+17,negative,1.0,Customer Service Issue,0.6872,Delta,kerifischer,0,seat assignment 5 min flightline 20 people deep guess im sitting baggage,,2015-02-24 02:47:34 -0800,fort lauderdale fl,Central Time (US & Canada)
6856,5.70168203470447e+17,neutral,1.0,,,Delta,peteiuvara,0,go 2nd round trip ca week trueblue,,2015-02-24 02:27:47 -0800,new york,Eastern Time (US & Canada)
6857,5.70137183442608e+17,positive,0.6554,,,Delta,BonnieBitchh,0,sure,,2015-02-24 00:24:31 -0800,nyc,Central Time (US & Canada)
6858,5.70121321192895e+17,neutral,1.0,,,Delta,Ledermuller,3,want custom long beach airport future international flight cc,,2015-02-23 23:21:29 -0800,southern california,Pacific Time (US & Canada)
6859,5.70102708734198e+17,negative,1.0,Can't Tell,0.6697,Delta,djcheros,0,worst flying experience ive ever suffered id appreciate money back,,2015-02-23 22:07:32 -0800,portland maine,Eastern Time (US & Canada)
6860,5.70095219091362e+17,positive,0.6809,,0.0,Delta,marcmansfield,0,second call customer service fifth person talked amazing rep fixed 5 min persistence,,2015-02-23 21:37:46 -0800,,
6861,5.70093964059156e+17,neutral,1.0,,,Delta,BigDdaBasedLord,0,rt fleet fleek,,2015-02-23 21:32:47 -0800,clayco atl,Central Time (US & Canada)
6862,5.70088573598355e+17,positive,1.0,,,Delta,don_bangs,0,thanks much,,2015-02-23 21:11:22 -0800,,
6863,5.70087324949864e+17,negative,1.0,Can't Tell,1.0,Delta,marcmansfield,0,wife sent family invite never accepted locked family account never got created,,2015-02-23 21:06:24 -0800,,
6864,5.70084883332239e+17,neutral,1.0,,,Delta,don_bangs,0,hey guy tail number assigned yet flight 1373 tomorrow,,2015-02-23 20:56:42 -0800,,
6865,5.70084632999428e+17,negative,0.6988,Customer Service Issue,0.6988,Delta,marcmansfield,0,spent hour phone customer service find cant help need help family pooling asap,,2015-02-23 20:55:42 -0800,,
6866,5.70083989601411e+17,neutral,1.0,,,Delta,KnockoutOC,0,airport ready get red eye going soooooo sleepy noplacelikehome eventhoughits2degreesathome,"[33.8191302, -118.1455457]",2015-02-23 20:53:09 -0800,new york city,Atlantic Time (Canada)
6867,5.70083380265689e+17,negative,0.6721,Can't Tell,0.3361,Delta,marcmansfield,0,customer service say since wife setup family account cant join mine year help fix please,,2015-02-23 20:50:44 -0800,,
6868,5.70079918782095e+17,negative,0.6858,Flight Attendant Complaints,0.3703,Delta,williamzitser,0,full capacity also pid extra seat perhaps crew could helpful,,2015-02-23 20:36:58 -0800,nyc,Central Time (US & Canada)
6869,5.70077234570011e+17,negative,1.0,Flight Attendant Complaints,0.6718,Delta,williamzitser,0,twice said cant dim light first flight,,2015-02-23 20:26:18 -0800,nyc,Central Time (US & Canada)
6870,5.70076673162543e+17,neutral,0.6608,,,Delta,mOnKofficial,0,hope youre still bae man,,2015-02-23 20:24:05 -0800,philadelphiacali,Eastern Time (US & Canada)
6871,5.70076595647427e+17,neutral,1.0,,,Delta,sunflwer1975,0,domestic wanted idea dont get surprised,,2015-02-23 20:23:46 -0800,boston ma,Arizona
6872,5.70075711433609e+17,positive,1.0,,,Delta,MarkGuerra3,0,make two u lol blushing,,2015-02-23 20:20:15 -0800,805 ca,
6873,5.70073705507725e+17,neutral,1.0,,,Delta,sunflwer1975,0,would storage container like green one acceptable check luggage 18gal tote,"[42.36005288, -71.06315559]",2015-02-23 20:12:17 -0800,boston ma,Arizona
6874,5.70073661241057e+17,positive,0.6618,,,Delta,MarkGuerra3,0,happy anniversary hard believe youre 15 youre young,,2015-02-23 20:12:06 -0800,805 ca,
6875,5.70073592848716e+17,negative,0.6757,Can't Tell,0.3515,Delta,empiricalco,0,jfk nyc staff amazing lax jetblue sending email detail disappointing experience,,2015-02-23 20:11:50 -0800,22nd century,Pacific Time (US & Canada)
6876,5.70070740566991e+17,positive,1.0,,,Delta,emooreme,0,1680 super smooth flight landing nicely done,,2015-02-23 20:00:30 -0800,dc sf,Eastern Time (US & Canada)
6877,5.70068045500195e+17,neutral,0.6372,,0.0,Delta,djcheros,0,try harder take winner attitude work,,2015-02-23 19:49:48 -0800,portland maine,Eastern Time (US & Canada)
6878,5.70066859330019e+17,negative,0.657,Can't Tell,0.657,Delta,djcheros,0,better better passenger flight108 jfk pwm,,2015-02-23 19:45:05 -0800,portland maine,Eastern Time (US & Canada)
6879,5.70066554848743e+17,negative,1.0,Late Flight,1.0,Delta,djcheros,0,would air new plane weve redirected mechanical error aka delay 23,,2015-02-23 19:43:52 -0800,portland maine,Eastern Time (US & Canada)
6880,5.70066245195829e+17,negative,1.0,Late Flight,1.0,Delta,djcheros,0,delay flight redirect gate tell stuck original gate would 13,,2015-02-23 19:42:38 -0800,portland maine,Eastern Time (US & Canada)
6881,5.7006617500835e+17,neutral,1.0,,,Delta,thereal_edwin,0,fleet fleek happened,,2015-02-23 19:42:22 -0800,,
6882,5.70066166930145e+17,negative,1.0,Damaged Luggage,0.3587,Delta,DarthVada_R2D2,0,definitely note whoever stole,,2015-02-23 19:42:20 -0800,,Atlantic Time (Canada)
6883,5.70065109961323e+17,negative,1.0,Customer Service Issue,0.6662,Delta,DarthVada_R2D2,0,4 hour policy called said didnt report soon enough would changed noticed sooner,,2015-02-23 19:38:08 -0800,,Atlantic Time (Canada)
6884,5.70063322449617e+17,negative,0.6196,Can't Tell,0.3152,Delta,DarthVada_R2D2,0,hopefully help someone future would different procedure discovered theft sooner,,2015-02-23 19:31:01 -0800,,Atlantic Time (Canada)
6885,5.70061375592137e+17,negative,1.0,Lost Luggage,0.6666,Delta,DarthVada_R2D2,0,soon realized try figure stealing people bag security camera anything,,2015-02-23 19:23:17 -0800,,Atlantic Time (Canada)
6886,5.70060184908911e+17,negative,1.0,Lost Luggage,1.0,Delta,DarthVada_R2D2,0,since stranded syr without ride missed window opportunity right matter 4 hour,,2015-02-23 19:18:33 -0800,,Atlantic Time (Canada)
6887,5.70059496300548e+17,negative,1.0,Can't Tell,0.66,Delta,williampseymour,1,absolutely worry im never flying ever even hitch hike cross country passengersarepeople,,2015-02-23 19:15:49 -0800,,
6888,5.70059462976918e+17,negative,0.6521,Lost Luggage,0.6521,Delta,djcheros,0,dont lose luggage,,2015-02-23 19:15:41 -0800,portland maine,Eastern Time (US & Canada)
6889,5.70059116066017e+17,negative,0.699,Flight Booking Problems,0.3611,Delta,djcheros,0,directed mobile website direct link get together,,2015-02-23 19:14:19 -0800,portland maine,Eastern Time (US & Canada)
6890,5.70058565974675e+17,negative,1.0,Can't Tell,1.0,Delta,djcheros,0,made many mistake short period time would lost job point,,2015-02-23 19:12:07 -0800,portland maine,Eastern Time (US & Canada)
6891,5.70058262743101e+17,negative,1.0,Customer Service Issue,1.0,Delta,williampseymour,0,understand ur someone traveled 2 hour get early relax b4 flight etc adv notice maybe,,2015-02-23 19:10:55 -0800,,
6892,5.70056726793359e+17,negative,1.0,Late Flight,1.0,Delta,djcheros,0,one four flight trip time hell company problem,,2015-02-23 19:04:49 -0800,portland maine,Eastern Time (US & Canada)
6893,5.70051731033236e+17,neutral,1.0,,,Delta,JoeDavis913,0,stop madness rt fleet fleek,,2015-02-23 18:44:58 -0800,,
6894,5.70050603851711e+17,neutral,0.6857,,,Delta,kbosspotter,0,cant find good photo got one goodnight,,2015-02-23 18:40:29 -0800,logan international airport,Atlantic Time (Canada)
6895,5.70049623697461e+17,positive,1.0,,,Delta,jennielin,0,fyi im onboard 616 comfortably travelling jfk seat problem said thanks making flying civilized,,2015-02-23 18:36:35 -0800,san francisco ca,Pacific Time (US & Canada)
